Trinity geneIDD	Automated name	Manually-curated name
c104388_g1	c104388-g1 1-to-4 SIPA1L3,SIPA1L2,SIPA1,SIPA1L1 signal induced proliferation associated 1 like 3	NA
c104388_g2	c104388-g1 1-to-4 SIPA1L3,SIPA1L2,SIPA1,SIPA1L1 signal induced proliferation associated 1 like 3	NA
c104389_g1	c104389-g1	NA
c104389_g2	c104389-g2	NA
c104389_g3	c104389-g3	NA
c104390_g1	c104390-g1 5-to-2 SLC47A1,SLC47A2 solute carrier family 47 member 1	NA
c104391_g1	c104391-g1	NA
c104392_g1	c104392-g1 SUPT16H (suppressor of Ty 16 homolog (S. cerevisiae)) - emapper OG	NA
c104393_g1	c104393-g1	NA
c104393_g2	c104393-g2	NA
c104393_g3	c104393-g3	NA
c104393_g4	c104393-g4	NA
c104394_g1	c104394-g1 2-to-1 ALDH5A1 aldehyde dehydrogenase 5 family member A1	NA
c104394_g2	c104394-g2 ALDH5A1 (aldehyde dehydrogenase 5 family, member A1) - emapper OG	NA
c104394_g3	c100559-g2 1-to-1 TBC1D30 TBC1 domain family member 30	NA
c104395_g1	c104395-g1 CTNNB1 (Catenin (Cadherin-associated protein), beta 1, 88kDa) - emapper OG	Ctnnb1 Beta-catenin
c104396_g1	c104396-g1 1-to-2 PLEK2,PLEK pleckstrin 2	NA
c104396_g2	c104396-g2 1-to-1 COPB2 coatomer protein complex subunit beta 2	NA
c104397_g1	c104397-g1 1-to-2 NPC1,NPC1L1 NPC intracellular cholesterol transporter 1	NA
c104398_g1	c104398-g1 1-to-1 CSDE1 cold shock domain containing E1	NA
c104399_g1	c104399-g1 PARP14 (poly(ADP-ribose) polymerase family member 14) - blastp	NA
c104400_g1	c104400-g1 1-to-1 NUP210L nucleoporin 210 like	NA
c104401_g1	c104401-g1 4-to-1 LMLN leishmanolysin like peptidase	NA
c104401_g2	c104401-g2	NA
c104401_g3	c104401-g3	NA
c104402_g1	c104402-g1	NA
c104402_g2	c104402-g1	NA
c104403_g1	c104403-g1 14-to-1 CYP46A1 cytochrome P450 family 46 subfamily A member 1	NA
c104403_g2	c104403-g2 1-to-1 RBM15B RNA binding motif protein 15B	NA
c104404_g1	c104404-g1	NA
c104405_g1	c104405-g1	NA
c104405_g2	c104405-g2	NA
c104405_g3	c103999-g1 1-to-1 DOK1 docking protein 1	NA
c104406_g1	c104406-g1 (Inherit from KOG: GTPase activating protein) - emapper OG	NA
c104406_g2	c104406-g1 (Inherit from KOG: GTPase activating protein) - emapper OG	NA
c104407_g1	c104407-g1 1-to-1 OGT O-linked N-acetylglucosamine (GlcNAc) transferase	NA
c104408_g1	c104408-g1 6-to-2 ACSBG1,ACSBG2 acyl-CoA synthetase bubblegum family member 1	NA
c104408_g2	c104408-g2	NA
c104408_g3	c104408-g3 3-to-2 ACSBG1,ACSBG2 acyl-CoA synthetase bubblegum family member 1	NA
c104409_g1	c104409-g1 1-to-4 ZFR2,ZFR,ILF3,STRBP zinc finger RNA binding protein 2	NA
c104410_g1	c104410-g1	NA
c104410_g2	c104410-g2	NA
c104411_g1	c104411-g1 (RhoGEF domain) - emapper OG	NA
c104412_g1	c104412-g1	NA
c104412_g2	c104412-g2	NA
c104413_g1	c104413-g1	NA
c104413_g2	c104413-g2 1-to-1 SCML2 sex comb on midleg like 2 (Drosophila)	NA
c104414_g1	c104414-g1 CUL3 (Cullin 3) - emapper OG	NA
c104415_g1	c104415-g1	NA
c104416_g1	c103674-g3 1-to-7 MXRA5,CNTN3,CNTN2,PXDNL... matrix remodeling associated 5	Ig-like and Fibronectin type III domain-containing B
c104417_g1	c104417-g1	NA
c104417_g2	c104417-g2	NA
c104418_g1	c104418-g1 1-to-3 KDM5B,KDM5C,KDM5A lysine demethylase 5B	Kdm5A/B/C lysine demethylase
c104418_g2	c104418-g2	NA
c104418_g3	c104418-g3	NA
c104419_g1	c104419-g1	NA
c104419_g2	c104419-g2	NA
c104419_g3	c104419-g3	NA
c104420_g1	c104420-g1 1-to-1 EDRF1 erythroid differentiation regulatory factor 1	NA
c104420_g2	c104420-g2 1-to-2 RBM39,RBM23 RNA binding motif protein 39	NA
c104421_g1	c104421-g1 (Inherit from euNOG: Inter-alpha-trypsin inhibitor heavy chain) - emapper OG	NA
c104421_g2	c104421-g2 (Inherit from euNOG: Inter-alpha-trypsin inhibitor heavy chain) - emapper OG	NA
c104421_g3	c104421-g3	NA
c104421_g4	c104421-g4	NA
c104422_g1	c104422-g1 1-to-1 RAPH1 Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	NA
c104423_g1	c104423-g1	NA
c104423_g2	c102866-g1 1-to-1 SETD5 SET domain containing 5	NA
c104423_g3	c104423-g3	NA
c104423_g4	c102866-g1 1-to-1 SETD5 SET domain containing 5	NA
c104424_g1	c104424-g1	NA
c104424_g2	c104424-g2 2-to-2 PRKCE,PRKCH protein kinase C epsilon	NA
c104424_g3	c104424-g3 1-to-2 PRKCQ,PRKCD protein kinase C theta	NA
c104424_g4	c104424-g4 1-to-2 PRKCE,PRKCH protein kinase C epsilon	NA
c104425_g1	c102847-g2 1-to-2 KIF1B,KIF1A kinesin family member 1B	NA
c104425_g2	c102847-g2 1-to-2 KIF1B,KIF1A kinesin family member 1B	NA
c104426_g1	c104426-g1 (endothelin converting enzyme) - emapper OG	NA
c104426_g2	c104426-g2	NA
c104426_g3	c104426-g3	NA
c104426_g4	c104426-g4 1-to-1 TOPBP1 topoisomerase (DNA) II binding protein 1	NA
c104427_g1	c104427-g1 1-to-1 DGKQ diacylglycerol kinase theta	NA
c104428_g1	c104428-g1	NA
c104428_g2	c104428-g2	NA
c104428_g3	c104428-g3	NA
c104428_g4	c104428-g4	NA
c104428_g5	c104428-g5	NA
c104429_g1	c104429-g1 2-to-1 ACSS1 acyl-CoA synthetase short chain family member 1	NA
c104429_g2	c104429-g2	NA
c104429_g3	c104429-g3	NA
c104429_g4	c104429-g4 CD63 (Cd63 molecule) - emapper OG	NA
c104429_g5	c104429-g5	NA
c104430_g1	c104430-g1 1-to-2 MYO7A,MYO7B myosin VIIA	Myosin 7A/B
c104431_g1	c104431-g1	NA
c104431_g2	c104431-g2 (Notch ligand involved in the mediation of Notch signaling (By similarity)) - emapper OG	NA
c104432_g1	c104432-g1	NA
c104432_g2	c104432-g2	NA
c104432_g3	c104432-g3 1-to-2 GK2,GK glycerol kinase 2	NA
c104433_g1	c104433-g1 CASKIN2 (CASK interacting protein) - emapper OG	NA
c104433_g2	c104433-g2	NA
c104433_g3	c104433-g3 RPL4 (Ribosomal protein L4) - emapper OG	NA
c104433_g4	c104433-g4	NA
c104433_g5	c104433-g5	NA
c104433_g6	c104433-g6 RPL4 (Ribosomal protein L4) - emapper OG	NA
c104433_g7	c104433-g7 RPL4 (Ribosomal protein L4) - emapper OG	NA
c104434_g1	c104434-g1	NA
c104434_g2	c104434-g2	NA
c104434_g3	c104434-g3	NA
c104434_g4	c104434-g4	NA
c104434_g5	c104434-g5	NA
c104434_g6	c104434-g6	NA
c104434_g7	c104434-g7	NA
c104435_g1	c104435-g1	NA
c104436_g1	c104436-g1 1-to-1 COPA coatomer protein complex subunit alpha	NA
c104437_g1	c101005-g1 5-to-5 FGFR4,FGFR3,RET,FGFR1... fibroblast growth factor receptor 4	NA
c104437_g2	c101005-g1 5-to-5 FGFR4,FGFR3,RET,FGFR1... fibroblast growth factor receptor 4	NA
c104437_g3	c104437-g3 1-to-1 CASP9 caspase 9	NA
c104437_g4	c104437-g3 1-to-1 CASP9 caspase 9	NA
c104438_g1	c104438-g1 1-to-1 SLC33A1 solute carrier family 33 member 1	NA
c104438_g2	c104438-g2	NA
c104439_g1	c104439-g1	NA
c104439_g2	c104439-g2	NA
c104439_g3	c104439-g3	NA
c104440_g1	c104440-g1 1-to-1 ASAH2 N-acylsphingosine amidohydrolase 2	NA
c104441_g1	c104441-g1	NA
c104441_g2	c104441-g2	NA
c104441_g3	c104441-g3	NA
c104442_g1	c104442-g1 (BAI1-associated protein 3) - emapper OG	NA
c104442_g2	c104442-g1 (BAI1-associated protein 3) - emapper OG	NA
c104442_g3	c104442-g3 UNC13D (unc-13 homolog D (C. elegans)) - emapper OG	NA
c104443_g1	c100586-g1	NA
c104443_g2	c100586-g1	NA
c104443_g3	c104443-g3 (Involved in the post-translational conjugation of arginine to the N-terminal aspartate or glutamat	NA
c104444_g1	c104444-g1	NA
c104445_g1	c104445-g1 (member RAS oncogene family) - emapper OG	NA
c104445_g2	c104445-g2	NA
c104445_g3	c104445-g3 1-to-1 HEATR3 HEAT repeat containing 3	NA
c104445_g4	c104445-g3 1-to-1 HEATR3 HEAT repeat containing 3	NA
c104445_g5	c104445-g3 1-to-1 HEATR3 HEAT repeat containing 3	NA
c104446_g1	c104446-g1	NA
c104446_g2	c104446-g2 IKBKE (inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon) - emapper OG	NA
c104446_g3	c104446-g3 2-to-2 TBK1,IKBKE TANK binding kinase 1	NA
c104446_g4	c104446-g4 1-to-2 RAB39A,RAB39B RAB39A, member RAS oncogene family	NA
c104447_g1	c104447-g1 1-to-1 CLUH clustered mitochondria homolog	NA
c104448_g1	c104448-g1 TARS (threonyl-tRNA synthetase) - emapper OG	NA
c104448_g2	c104448-g2 1-to-1 CNBD1 cyclic nucleotide binding domain containing 1	NA
c104449_g1	c101940-g2 2-to-3 IQSEC2,IQSEC3,IQSEC1 IQ motif and Sec7 domain 2	NA
c104450_g1	c104450-g1 1-to-1 ISCA1 iron-sulfur cluster assembly 1	NA
c104450_g2	c104450-g2 3-to-2 HECW2,HECW1 HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2	NA
c104451_g1	c104451-g1 SYTL5 (synaptotagmin-like 5) - emapper OG	NA
c104451_g2	c104451-g2 1-to-5 SYTL2,SYTL4,SYTL5,SYTL1... synaptotagmin like 2	NA
c104451_g3	c104451-g2 1-to-5 SYTL2,SYTL4,SYTL5,SYTL1... synaptotagmin like 2	NA
c104451_g4	c104451-g4	NA
c104452_g1	c104452-g1 1-to-1 SRRM1 serine and arginine repetitive matrix 1	NA
c104453_g1	c104453-g1	NA
c104453_g2	c104453-g2	NA
c104453_g3	c104453-g3	NA
c104453_g4	c104453-g4	NA
c104454_g1	c104454-g1 2-to-2 ADAP2,ADAP1 ArfGAP with dual PH domains 2	NA
c104454_g2	c104454-g2 homeobox domain-containing	Homebox domain-containing
c104454_g3	c104454-g3 1-to-1 VPS8 VPS8, CORVET complex subunit	NA
c104455_g1	c104455-g1	NA
c104456_g1	c104456-g1 1-to-1 PSMD1 proteasome 26S subunit, non-ATPase 1	NA
c104456_g2	c104456-g1 1-to-1 PSMD1 proteasome 26S subunit, non-ATPase 1	NA
c104457_g1	c104457-g1 1-to-2 PPP1R16A,PPP1R16B protein phosphatase 1 regulatory subunit 16A	NA
c104458_g1	c104458-g1	NA
c104458_g2	c104458-g2 (Ankyrin Repeat) - emapper OG	NA
c104458_g3	c104458-g3 ANK3 (ankyrin 3, node of Ranvier (ankyrin G)) - blastp	NA
c104458_g4	c104458-g4	NA
c104458_g5	c104458-g5 (Inherit from KOG: Retrotransposon protein) - emapper OG	NA
c104458_g6	c104458-g6 (Inherit from KOG: Retrotransposon protein) - emapper OG	NA
c104459_g1	c104459-g1	NA
c104459_g2	c104459-g2 1-to-20 SEMA3F,SEMA4G,SEMA3G,SEMA6A... semaphorin 3F	Sema B Semaphorin
c104460_g1	c104460-g1 1-to-2 NFKB1,NFKB2 nuclear factor kappa B subunit 1	NA
c104461_g1	c104461-g1 COL4A5 (collagen, type IV, alpha) - emapper OG	NA
c104462_g1	c104462-g1 2-to-1 OCA2 OCA2 melanosomal transmembrane protein	NA
c104463_g1	c104463-g1	NA
c104463_g2	c104463-g2 1-to-2 ATP8A2,ATP8A1 ATPase phospholipid transporting 8A2	NA
c104463_g3	c104463-g3 2-to-2 ATP8A2,ATP8A1 ATPase phospholipid transporting 8A2	NA
c104464_g1	c104464-g1	NA
c104465_g1	c104465-g1 1-to-1 CEP85 centrosomal protein 85	NA
c104466_g1	c104466-g1	NA
c104466_g2	c104466-g2	NA
c104466_g3	c104466-g3	NA
c104467_g1	c104467-g1 4-to-2 MOXD1,DBH monooxygenase DBH like 1	Dbh/Moxd1 C Dopamine beta-hydroxylase
c104468_g1	c104468-g1	NA
c104469_g1	c104469-g1	NA
c104469_g2	c104469-g2 4-to-4 ATP13A2,ATP13A4,ATP13A5,ATP13A3 ATPase 13A2	NA
c104469_g3	c100849-g1 4-to-4 ATP13A2,ATP13A4,ATP13A5,ATP13A3 ATPase 13A2	NA
c104469_g4	c104469-g4 6-to-4 ATP13A2,ATP13A4,ATP13A5,ATP13A3 ATPase 13A2	NA
c104469_g5	c104469-g5 6-to-4 ATP13A2,ATP13A4,ATP13A5,ATP13A3 ATPase 13A2	NA
c104470_g1	c104470-g1	NA
c104470_g2	c104470-g2 SUGT1 (SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)) - emapper OG	NA
c104470_g3	c104470-g3 (BRCT domain protein) - emapper OG	NA
c104470_g4	c104470-g1	NA
c104471_g1	c104471-g1	NA
c104471_g2	c101589-g1 2-to-4 ATP6V0A1,TCIRG1,ATP6V0A4,ATP6V0A2 ATPase H+ transporting V0 subunit a1	NA
c104471_g3	c101259-g2 2-to-4 ATP6V0A1,TCIRG1,ATP6V0A4,ATP6V0A2 ATPase H+ transporting V0 subunit a1	NA
c104471_g4	c104471-g4	NA
c104471_g5	c104471-g5 2-to-1 RAB21 RAB21, member RAS oncogene family	NA
c104472_g1	c104472-g1	NA
c104473_g1	c104473-g1	NA
c104473_g2	c102072-g2 (Fibroblast growth factor receptor) - emapper OG	NA
c104474_g1	c104474-g1	NA
c104475_g1	c104475-g1 ETS1 (V-ets erythroblastosis virus E26 oncogene homolog) - emapper OG	Ets family B
c104475_g2	c104475-g2	NA
c104476_g1	c104476-g1 1-to-1 SUPT6H SPT6 homolog, histone chaperone	Supt6h Spt6 homolog, histone chaperone
c104477_g1	c104477-g1	NA
c104478_g1	c104478-g1	NA
c104478_g2	c104478-g2 SKPA (s-phase kinase-associated protein) - emapper OG	NA
c104478_g3	c104478-g3 1-to-2 RGS12,RGS14 regulator of G protein signaling 12	NA
c104478_g4	c104478-g4	NA
c104478_g5	c104478-g5	NA
c104479_g1	c101027-g2 1-to-1 SMC3 structural maintenance of chromosomes 3	NA
c104479_g2	c104479-g2 1-to-1 SMC3 structural maintenance of chromosomes 3	NA
c104480_g1	c104480-g1	NA
c104480_g2	c102294-g1 1-to-3 HOOK3,HOOK1,HOOK2 hook microtubule tethering protein 3	NA
c104481_g1	c104481-g1 1-to-1 DDX23 DEAD-box helicase 23	NA
c104481_g2	c104481-g2	NA
c104481_g3	c104481-g3 1-to-1 PAF1 PAF1 homolog, Paf1/RNA polymerase II complex component	NA
c104482_g1	c104482-g1 1-to-1 TRAPPC10 trafficking protein particle complex 10	NA
c104483_g1	c104483-g1 7-to-2 FRRS1,FRRS1L ferric chelate reductase 1	NA
c104483_g2	c104483-g2	NA
c104483_g3	c104483-g3 (Inherit from KOG: Ferric-chelate reductase) - emapper OG	NA
c104483_g4	c104483-g4	NA
c104484_g1	c104484-g1	NA
c104484_g2	c104484-g2 1-to-1 CACHD1 cache domain containing 1	Cachd1 cache domain containing 1
c104485_g1	c104485-g1 1-to-3 RASA4,RASA4B,RASAL1 RAS p21 protein activator 4	NA
c104485_g2	c104485-g1 1-to-3 RASA4,RASA4B,RASAL1 RAS p21 protein activator 4	NA
c104485_g3	c104485-g3 1-to-4 CHD6,CHD8,CHD7,CHD9 chromodomain helicase DNA binding protein 6	NA
c104485_g4	c104485-g4	NA
c104486_g1	c103189-g1 VPS18 (vacuolar protein sorting 18 homolog (S. cerevisiae)) - emapper OG	NA
c104487_g1	c104487-g1	NA
c104487_g2	c104487-g2	NA
c104487_g3	c104487-g3	NA
c104487_g4	c104487-g4	NA
c104488_g1	c104488-g1 PGUG-01829 (proteasome regulatory particle subunit) - emapper OG	NA
c104488_g2	c104488-g2 (Ankyrin Repeat Protein) - emapper OG	NA
c104488_g3	c104488-g3 1-to-1 MTR 5-methyltetrahydrofolate-homocysteine methyltransferase	NA
c104488_g4	c104488-g3 1-to-1 MTR 5-methyltetrahydrofolate-homocysteine methyltransferase	NA
c104489_g1	c104489-g1	NA
c104489_g2	c104489-g2	NA
c104490_g1	c104490-g1	NA
c104490_g2	c104490-g2 SCUBE1 (signal peptide, CUB domain, EGF-like 1) - blastp	NA
c104491_g1	c104491-g1 1-to-1 MED23 mediator complex subunit 23	NA
c104492_g1	c104492-g1 1-to-1 IDE insulin degrading enzyme	NA
c104493_g1	c104493-g1 3-to-1 AREL1 apoptosis resistant E3 ubiquitin protein ligase 1	NA
c104493_g2	c104493-g2	NA
c104493_g3	c104493-g3 3-to-1 AREL1 apoptosis resistant E3 ubiquitin protein ligase 1	NA
c104493_g4	c104493-g1 3-to-1 AREL1 apoptosis resistant E3 ubiquitin protein ligase 1	NA
c104493_g5	c104493-g5	NA
c104494_g1	c104494-g1 CRY2 (cryptochrome) - emapper OG	NA
c104494_g2	c104494-g2	NA
c104494_g3	c104494-g3 1-to-6 SLC1A6,SLC1A4,SLC1A1,SLC1A3... solute carrier family 1 member 6	Slc1A1 glutamate reuptake
c104495_g1	c104495-g1 DOCK4 (dedicator of cyto-kinesis) - emapper OG	NA
c104496_g1	c104496-g1	NA
c104496_g2	c104496-g2 (Hemolysin-type calcium-binding) - emapper OG	NA
c104497_g1	c104497-g1 (Leucine-rich repeat kinase) - emapper OG	NA
c104497_g10	c104497-g10 (Leucine-rich repeat kinase) - emapper OG	NA
c104497_g2	c104497-g2	NA
c104497_g3	c104497-g3 (Leucine-rich repeat kinase) - emapper OG	NA
c104497_g4	c104497-g4	NA
c104497_g5	c104497-g1 (Leucine-rich repeat kinase) - emapper OG	NA
c104497_g6	c104497-g6 MAP3K9 (protein kinase kinase kinase) - emapper OG	NA
c104497_g7	c104497-g7 (Leucine-rich repeat kinase) - emapper OG	NA
c104497_g8	c104497-g8 1-to-1 ABCB7 ATP binding cassette subfamily B member 7	NA
c104497_g9	c104497-g1 (Leucine-rich repeat kinase) - emapper OG	NA
c104498_g1	c104498-g1	NA
c104498_g2	c104498-g2	NA
c104499_g1	c104499-g1 NLRC3 (NLR family, CARD domain containing 3) - blastp	NA
c104499_g2	c104499-g2	NA
c10450_g1	c10450-g1	NA
c104500_g1	c104500-g1 (Sulfatase-modifying factor enzyme 1) - emapper OG	NA
c104501_g1	c100684-g1 1-to-2 PHKA1,PHKA2 phosphorylase kinase regulatory subunit alpha 1	NA
c104501_g2	c100684-g1 1-to-2 PHKA1,PHKA2 phosphorylase kinase regulatory subunit alpha 1	NA
c104501_g3	c103452-g1	NA
c104501_g4	c103452-g1	NA
c104501_g5	c104501-g5	NA
c104501_g6	c103452-g1	NA
c104502_g1	c104502-g1 EIF2AK2 (eukaryotic translation initiation factor 2 alpha kinase 2) - blastp	NA
c104503_g1	c104503-g1	NA
c104504_g1	c104504-g1 TBP (TATA box binding protein) - emapper OG	Tbp/L1/L2 TATA-box binding protein
c104504_g2	c100594-g1 5-to-2 SEMA5A,SEMA5B semaphorin 5A	PlexinA/B/C/D A
c104505_g1	c104505-g1	NA
c104506_g1	c104506-g1 1-to-2 ABLIM1,ABLIM2 actin binding LIM protein 1	NA
c104506_g2	c104506-g2	NA
c104506_g3	c104506-g3	NA
c104506_g4	c104506-g4	NA
c104506_g5	c104506-g5 (collagen, type) - emapper OG	NA
c104506_g6	c104506-g6 (collagen, type) - emapper OG	NA
c104506_g7	c104506-g7 COL2A1 (collagen type I alpha) - emapper OG	NA
c104506_g8	c104506-g8 COL16A1 (Collagen triple helix repeat (20 copies)) - emapper OG	NA
c104507_g1	c104507-g1	NA
c104507_g2	c104507-g2	NA
c104507_g3	c104507-g3	NA
c104507_g4	c104507-g4	NA
c104507_g5	c104507-g5	NA
c104507_g6	c104507-g6	NA
c104507_g7	c104507-g7 1-to-1 CMTR2 cap methyltransferase 2	NA
c104507_g8	c104507-g8	NA
c104507_g9	c104507-g9	NA
c104508_g1	c104207-g1 4-to-1 LRRK1 leucine rich repeat kinase 1	NA
c104509_g1	c104509-g1	NA
c104509_g2	c104509-g2 CYP11A1 (Cytochrome P450 family 11 subfamily A polypeptide 1) - emapper OG	NA
c104509_g3	c104509-g3	NA
c104509_g4	c104509-g4 CYP301A1 (Cytochrome P450 family 27 subfamily) - emapper OG	NA
c104509_g5	c104509-g5	NA
c104509_g6	c104509-g6	NA
c104510_g1	c104510-g1 (Inherit from opiNOG: cytoplasm protein) - emapper OG	NA
c104510_g2	c104510-g2	NA
c104511_g1	c102383-g2 COL24A1 (collagen, type XXIV, alpha 1) - blastp	NA
c104511_g2	c104511-g2 (Collagen triple helix repeat (20 copies)) - emapper OG	NA
c104511_g3	c104511-g3	NA
c104512_g1	c104512-g1 (NIDO) - emapper OG	NA
c104513_g1	c104513-g1	NA
c104514_g1	c104514-g1 PGUG-02754 (Rhomboid 5 homolog) - emapper OG	NA
c104515_g1	c104515-g1 TAX1BP1 (Tax1 (human T-cell leukemia virus type I) binding protein 1) - emapper OG	NA
c104516_g1	c104516-g1	NA
c104516_g2	c104516-g2	NA
c104517_g1	c104517-g1	NA
c104517_g2	c104517-g2	NA
c104517_g3	c104517-g3	NA
c104517_g4	c104517-g4	NA
c104517_g5	c104517-g5	NA
c104517_g6	c104517-g6	NA
c104518_g1	c104518-g1	NA
c104518_g2	c104518-g2	NA
c104518_g3	c104518-g3	NA
c104518_g4	c104518-g4	NA
c104518_g5	c104518-g3	NA
c104518_g6	c104518-g6	NA
c104518_g7	c104518-g7	NA
c104519_g1	c104519-g1	NA
c104519_g2	c100109-g1 1-to-1 RAPGEF1 Rap guanine nucleotide exchange factor 1	NA
c104520_g1	c104520-g1 1-to-2 ALDH1L2,ALDH1L1 aldehyde dehydrogenase 1 family member L2	NA
c104520_g2	c104520-g2 (Ring finger protein) - emapper OG	NA
c104520_g3	c104520-g3 (Ring finger protein) - emapper OG	NA
c104520_g4	c104520-g4	NA
c104521_g1	c104521-g1	NA
c104521_g2	c104521-g2	NA
c104522_g1	c104522-g1 1-to-1 FTSJ3 FtsJ homolog 3	NA
c104522_g2	c104522-g1 1-to-1 FTSJ3 FtsJ homolog 3	NA
c104522_g3	c104522-g3 4-to-2 MOXD1,DBH monooxygenase DBH like 1	Dbh/Moxd1 B Dopamine beta-hydroxylase
c104522_g4	c104522-g1 1-to-1 FTSJ3 FtsJ homolog 3	NA
c104523_g1	c104523-g1	NA
c104523_g2	c104523-g2	NA
c104523_g3	c104523-g3	NA
c104523_g4	c104523-g4	NA
c104524_g1	c104524-g1 1-to-2 ARFGEF1,ARFGEF2 ADP ribosylation factor guanine nucleotide exchange factor 1	NA
c104524_g2	c104524-g1 1-to-2 ARFGEF1,ARFGEF2 ADP ribosylation factor guanine nucleotide exchange factor 1	NA
c104525_g1	c101590-g2 PCDH15 (protocadherin-related 15) - emapper OG	NA
c104526_g1	c104526-g1	NA
c104526_g2	c104526-g2 1-to-4 AFF4,AFF2,AFF1,AFF3 AF4/FMR2 family member 4	Aff1/2/3/4 AF4/FMR2 family member
c104526_g3	c104526-g2 1-to-4 AFF4,AFF2,AFF1,AFF3 AF4/FMR2 family member 4	Aff1/2/3/4 AF4/FMR2 family member
c104526_g4	c104526-g4	NA
c104527_g1	c104527-g1 2-to-1 INF2 inverted formin, FH2 and WH2 domain containing	NA
c104527_g2	c104527-g2	NA
c104527_g3	c104527-g3 1-to-1 WASHC5 WASH complex subunit 5	NA
c104528_g1	c104528-g1 (NADPH Oxidase) - emapper OG	NADPH oxidase family ortholog
c104529_g1	c104529-g1 1-to-1 PDE2A phosphodiesterase 2A	NA
c104530_g1	c104530-g1 5-to-1 TBXAS1 thromboxane A synthase 1	NA
c104531_g1	c104531-g1	NA
c104531_g2	c104531-g2	NA
c104531_g3	c104531-g3	NA
c104531_g4	c104531-g4	NA
c104531_g5	c104531-g5	NA
c104531_g6	c104531-g6	NA
c104532_g1	c104532-g1 PSMB2 (The proteasome is a multicatalytic proteinase complex which is characterized by its ability 	NA
c104532_g2	c104532-g2 1-to-1 EIF2AK3 eukaryotic translation initiation factor 2 alpha kinase 3	NA
c104533_g1	c104533-g1	NA
c104533_g2	c104533-g2	NA
c104533_g3	c104533-g3 4-to-1 TTN titin	NA
c104533_g4	c104533-g4 3-to-1 TTN titin	NA
c104533_g5	c104533-g5	NA
c104533_g6	c104533-g6	NA
c104533_g7	c104533-g7	NA
c104533_g8	c104533-g8	NA
c104534_g1	c104534-g1 1-to-3 DNM3,DNM1,DNM2 dynamin 3	NA
c104535_g1	c104535-g1 2-to-1 TNR tenascin R	NA
c104535_g2	c104535-g2	NA
c104535_g3	c104535-g3	NA
c104536_g1	c104536-g1	NA
c104536_g2	c104536-g2	NA
c104536_g3	c104536-g3	NA
c104536_g4	c104536-g4	NA
c104536_g5	c104536-g5	NA
c104537_g1	c104537-g1 2-to-5 PXDN,HMCN1,LRIG1,PXDNL... peroxidasin	NA
c104538_g1	c104538-g1 1-to-1 UPF2 UPF2, regulator of nonsense mediated mRNA decay	NA
c104539_g1	c104539-g1 SF1 (splicing factor 1) - blastp	NA
c104539_g2	c104539-g2	NA
c104540_g1	c104540-g1 3-to-1 RNF213 ring finger protein 213	NA
c104540_g2	c104540-g2	NA
c104540_g3	c104540-g3 RNF213 (Ring finger protein 213) - emapper OG	NA
c104541_g1	c104541-g1 (Ribosomal protein) - emapper OG	NA
c104542_g1	c104542-g1	NA
c104542_g2	c104542-g2	NA
c104542_g3	c104542-g3	NA
c104543_g1	c104543-g1 SAMHD1 (SAM domain and HD domain 1) - emapper OG	NA
c104543_g2	c104543-g2	NA
c104544_g1	c104544-g1 1-to-1 BBS4 Bardet-Biedl syndrome 4	NA
c104544_g2	c104544-g2	NA
c104544_g3	c104544-g3 2-to-1 DSCAM DS cell adhesion molecule	Ig-like and Fibronectin type III domain-containing D
c104544_g4	c104544-g4	NA
c104544_g5	c104544-g5	NA
c104545_g1	c104545-g1 5-to-1 TBXAS1 thromboxane A synthase 1	NA
c104546_g1	c104546-g1 1-to-4 MARK4,MARK2,MARK3,MARK1 microtubule affinity regulating kinase 4	NA
c104547_g1	c104547-g1 1-to-1 VCPIP1 valosin containing protein interacting protein 1	NA
c104548_g1	c104548-g1 1-to-2 SERINC4,SERINC5 serine incorporator 4	NA
c104549_g1	c104549-g1	NA
c104549_g2	c104549-g2	NA
c104549_g3	c104549-g3	NA
c104550_g1	c104550-g1 11-to-1 MYOM3 myomesin 3	NA
c104550_g2	c104550-g2	NA
c104550_g3	c104550-g3	NA
c104551_g1	c104551-g1	NA
c104551_g2	c104551-g2 1-to-1 TRIP12 thyroid hormone receptor interactor 12	NA
c104551_g3	c104551-g2 1-to-1 TRIP12 thyroid hormone receptor interactor 12	NA
c104552_g1	c104552-g1	NA
c104552_g2	c104552-g2	NA
c104552_g3	c104552-g3	NA
c104552_g4	c104552-g4	NA
c104553_g1	c104553-g1	NA
c104553_g2	c104553-g2 1-to-2 MYO18B,MYO18A myosin XVIIIB	NA
c104553_g3	c100752-g1 1-to-1 DNAH3 dynein axonemal heavy chain 3	NA
c104553_g4	c100752-g1 1-to-1 DNAH3 dynein axonemal heavy chain 3	NA
c104553_g5	c104553-g5 1-to-1 AMT aminomethyltransferase	NA
c104554_g1	c104554-g1 1-to-1 MANSC1 MANSC domain containing 1	NA
c104554_g2	c104554-g2	NA
c104554_g3	c104554-g3 1-to-2 ACACB,ACACA acetyl-CoA carboxylase beta	NA
